location,fday,source,temp_max_diff,temp_min_diff,temp_mean_diff,rain_diff
Kostelní Myslová,4.0,yrno,3.1666666666666674,1.825,0.9312499999999995,2.890909090909091
Kostelní Myslová,5.0,weathercom,1.2799999999999998,1.7399999999999998,,
Kostelní Myslová,5.0,yrno,2.209090909090909,1.3818181818181818,1.0545454545454545,2.21
Kostelní Myslová,6.0,weathercom,1.7000000000000002,2.522222222222222,,
Kostelní Myslová,6.0,yrno,2.0400000000000005,2.44,1.4875000000000003,1.5333333333333334
Kostelní Myslová,7.0,weathercom,1.475,2.4375,,
Kostelní Myslová,7.0,yrno,2.611111111111111,2.622222222222222,1.5249999999999997,1.5875
Kostelní Myslová,8.0,weathercom,2.142857142857143,2.9285714285714284,,
Kostelní Myslová,8.0,yrno,3.0500000000000003,2.9124999999999996,1.5531249999999999,1.2714285714285716
Kostelní Myslová,9.0,weathercom,2.233333333333334,2.8333333333333335,,
Kostelní Myslová,9.0,yrno,2.242857142857143,4.257142857142857,1.328571428571428,5.05
Košetice,0.0,weathercom,,1.72,,
Košetice,1.0,weathercom,1.0357142857142858,1.7857142857142858,,
Košetice,1.0,yrno,1.1866666666666665,1.5,0.7833333333333334,0.792857142857143
Košetice,2.0,weathercom,1.0615384615384618,1.6615384615384616,,
Košetice,2.0,yrno,1.2214285714285715,1.4714285714285713,0.6913690476190482,1.0307692307692309
Košetice,3.0,weathercom,1.2583333333333335,1.8166666666666667,,
Košetice,3.0,yrno,1.376923076923077,1.8692307692307693,0.6826923076923077,1.6916666666666667
Košetice,4.0,weathercom,1.3545454545454547,1.6454545454545453,,
Košetice,4.0,yrno,2.158333333333333,1.8500000000000003,0.7999999999999998,2.2454545454545456
Košetice,5.0,weathercom,1.1900000000000002,1.34,,
Košetice,5.0,yrno,1.9909090909090907,1.4363636363636363,0.806818181818182,2.08
Košetice,6.0,weathercom,1.7666666666666666,2.1,,
Košetice,6.0,yrno,1.8,2.36,1.27,1.3666666666666667
Košetice,7.0,weathercom,1.6625,2.2624999999999997,,
Košetice,7.0,yrno,1.9444444444444444,2.3666666666666667,1.2777777777777777,1.5749999999999997
Košetice,8.0,weathercom,1.7,2.3285714285714283,,
Košetice,8.0,yrno,2.375,2.4749999999999996,1.2937500000000002,0.8428571428571426
Košetice,9.0,weathercom,2.45,2.566666666666667,,
Košetice,9.0,yrno,2.557142857142858,2.8428571428571425,1.7142857142857146,6.683333333333333
Kuchařovice,0.0,weathercom,,1.8266666666666669,,
Kuchařovice,1.0,weathercom,0.6571428571428573,2.0,,
Kuchařovice,1.0,yrno,1.1600000000000001,1.5866666666666667,0.9294444444444444,1.1785714285714284
Kuchařovice,2.0,weathercom,0.8538461538461538,1.876923076923077,,
Kuchařovice,2.0,yrno,1.0785714285714285,1.3285714285714287,0.8467261904761912,1.276923076923077
Kuchařovice,3.0,weathercom,0.7249999999999998,2.141666666666667,,
Kuchařovice,3.0,yrno,1.3000000000000003,1.7538461538461538,1.0153846153846153,1.2
Kuchařovice,4.0,weathercom,1.1272727272727274,2.0000000000000004,,
Kuchařovice,4.0,yrno,1.5750000000000002,1.9749999999999996,1.2166666666666666,2.972727272727273
Kuchařovice,5.0,weathercom,0.93,2.2,,
Kuchařovice,5.0,yrno,1.718181818181818,1.7272727272727273,0.8931818181818181,2.9800000000000004
Kuchařovice,6.0,weathercom,1.3555555555555554,2.744444444444445,,
Kuchařovice,6.0,yrno,1.52,2.41,1.6325000000000003,1.7222222222222223
Kuchařovice,7.0,weathercom,1.25,2.4625000000000004,,
Kuchařovice,7.0,yrno,1.4777777777777774,2.7666666666666666,1.6861111111111113,1.4374999999999998
Kuchařovice,8.0,weathercom,1.3857142857142857,2.9571428571428577,,
Kuchařovice,8.0,yrno,1.95,2.7624999999999997,1.71875,1.157142857142857
Kuchařovice,9.0,weathercom,1.7333333333333332,3.0500000000000003,,
Kuchařovice,9.0,yrno,1.9857142857142855,4.614285714285714,2.1999999999999997,4.949999999999999
Liberec,0.0,weathercom,,1.0266666666666666,,
Liberec,1.0,weathercom,0.6928571428571431,0.9214285714285716,,
Liberec,1.0,yrno,1.8866666666666665,1.0800000000000003,1.2855555555555556,0.9799999999999998
Liberec,2.0,weathercom,1.0461538461538462,0.7615384615384617,,
Liberec,2.0,yrno,1.8928571428571435,0.8785714285714289,1.3824404761904767,1.8499999999999999
Liberec,3.0,weathercom,0.9083333333333335,1.0166666666666668,,
Liberec,3.0,yrno,1.9923076923076928,1.1076923076923078,1.3980769230769234,2.1307692307692307
Liberec,4.0,weathercom,1.581818181818182,0.5272727272727272,,
Liberec,4.0,yrno,2.5500000000000003,1.116666666666667,1.758333333333334,1.241666666666667
Liberec,5.0,weathercom,1.3900000000000001,0.8399999999999999,,
Liberec,5.0,yrno,2.4272727272727277,0.9636363636363637,1.795454545454546,2.1818181818181817
Liberec,6.0,weathercom,1.8222222222222224,1.0777777777777777,,
Liberec,6.0,yrno,2.8100000000000005,1.64,2.1199999999999997,4.4799999999999995
Liberec,7.0,weathercom,2.0500000000000003,1.1375000000000002,,
Liberec,7.0,yrno,2.8777777777777778,1.3111111111111111,2.188888888888889,2.6
Liberec,8.0,weathercom,1.6571428571428573,1.2285714285714289,,
Liberec,8.0,yrno,2.7125000000000004,2.1125,2.38125,4.512499999999999
Liberec,9.0,weathercom,1.6833333333333336,1.1833333333333333,,
Liberec,9.0,yrno,2.9571428571428577,2.2285714285714286,2.3214285714285707,5.514285714285713
Luká,0.0,weathercom,,1.1466666666666667,,
Luká,1.0,weathercom,0.6642857142857144,1.3785714285714286,,
Luká,1.0,yrno,1.2266666666666666,2.1,1.6930555555555555,1.546153846153846
Luká,2.0,weathercom,0.9230769230769232,1.3692307692307693,,
Luká,2.0,yrno,1.1928571428571426,1.9642857142857142,1.7318452380952383,2.123076923076923
Luká,3.0,weathercom,0.7416666666666667,1.4416666666666667,,
Luká,3.0,yrno,1.2461538461538462,1.3461538461538463,1.7826923076923078,0.8749999999999999
Luká,4.0,weathercom,1.0181818181818185,1.7272727272727273,,
Luká,4.0,yrno,1.625,1.6833333333333333,1.7562499999999999,4.136363636363637
Luká,5.0,weathercom,1.24,2.0200000000000005,,
Luká,5.0,yrno,2.372727272727273,1.7272727272727273,1.7931818181818182,1.81
Luká,6.0,weathercom,1.7777777777777777,1.8555555555555558,,
Luká,6.0,yrno,2.29,2.32,1.64,2.6666666666666665
Luká,7.0,weathercom,1.8125,1.6124999999999998,,
Luká,7.0,yrno,2.3000000000000003,2.611111111111111,1.5111111111111113,2.2125
Luká,8.0,weathercom,1.5142857142857142,2.2,,
Luká,8.0,yrno,1.75,2.4375,1.9562499999999998,2.342857142857143
Luká,9.0,weathercom,2.0,1.8499999999999999,,
Luká,9.0,yrno,1.9142857142857141,4.028571428571428,1.6142857142857139,5.75
Lysá hora,0.0,weathercom,,1.02,,
Lysá hora,1.0,weathercom,1.2642857142857142,1.2142857142857142,,
Lysá hora,1.0,yrno,0.9266666666666666,1.24,1.0691666666666664,1.2066666666666663
Lysá hora,2.0,weathercom,1.4384615384615382,1.4384615384615385,,
Lysá hora,2.0,yrno,0.8142857142857141,1.2857142857142854,1.0863095238095237,1.1142857142857143
Lysá hora,3.0,weathercom,1.2333333333333334,1.6916666666666667,,
Lysá hora,3.0,yrno,0.9692307692307692,1.2153846153846155,1.284615384615385,1.146153846153846
Lysá hora,4.0,weathercom,1.3636363636363635,2.0181818181818185,,
Lysá hora,4.0,yrno,1.325,2.1333333333333337,1.8354166666666665,4.1499999999999995
Lysá hora,5.0,weathercom,1.15,1.72,,
Lysá hora,5.0,yrno,1.3727272727272726,1.8727272727272728,1.4999999999999998,1.981818181818182
Lysá hora,6.0,weathercom,1.2111111111111112,1.5666666666666669,,
Lysá hora,6.0,yrno,1.65,1.9200000000000004,1.6575,1.9600000000000002
Lysá hora,7.0,weathercom,1.45,0.8875,,
Lysá hora,7.0,yrno,1.5333333333333334,1.6777777777777778,1.363888888888889,3.9222222222222225
Lysá hora,8.0,weathercom,1.7142857142857146,1.5142857142857142,,
Lysá hora,8.0,yrno,1.4375,2.3625,1.628125,0.6499999999999999
Lysá hora,9.0,weathercom,2.3333333333333335,1.0666666666666667,,
Lysá hora,9.0,yrno,2.0,2.757142857142857,1.9500000000000004,5.1000000000000005
Maruška,0.0,weathercom,,1.733333333333333,,
Maruška,1.0,weathercom,1.2357142857142855,1.5142857142857142,,
Maruška,1.0,yrno,1.0666666666666669,2.0733333333333333,1.1455555555555554,0.8214285714285714
Maruška,2.0,weathercom,1.6,1.6538461538461537,,
Maruška,2.0,yrno,1.1071428571428572,1.992857142857143,1.3169642857142854,1.2846153846153845
Maruška,3.0,weathercom,1.3416666666666666,2.1166666666666667,,
Maruška,3.0,yrno,0.9769230769230771,1.6307692307692305,1.488461538461539,0.8846153846153846
Maruška,4.0,weathercom,1.1363636363636365,1.9,,
Maruška,4.0,yrno,1.558333333333333,2.2500000000000004,1.9979166666666666,4.175
Maruška,5.0,weathercom,1.1199999999999999,1.4999999999999996,,
Maruška,5.0,yrno,1.7727272727272727,2.254545454545455,1.820454545454546,2.4272727272727272
Maruška,6.0,weathercom,1.3444444444444446,1.0777777777777777,,
Maruška,6.0,yrno,1.9900000000000002,1.9299999999999997,1.455,2.0900000000000003
Maruška,7.0,weathercom,1.4625,0.9625,,
Maruška,7.0,yrno,1.7444444444444447,1.4777777777777774,1.4249999999999998,1.1888888888888889
Maruška,8.0,weathercom,1.6142857142857143,0.8428571428571429,,
Maruška,8.0,yrno,1.4124999999999999,1.8874999999999997,1.478125,1.4874999999999998
Maruška,9.0,weathercom,2.1166666666666667,0.9666666666666667,,
Maruška,9.0,yrno,2.485714285714286,3.071428571428572,2.035714285714286,3.3285714285714283
Milešovka,0.0,weathercom,,1.1666666666666667,,
Milešovka,1.0,weathercom,0.7642857142857142,1.0785714285714285,,
Milešovka,1.0,yrno,0.9399999999999998,2.0733333333333333,1.2966666666666669,0.49285714285714316
Milešovka,2.0,weathercom,0.9846153846153847,1.1769230769230767,,
Milešovka,2.0,yrno,0.7285714285714285,1.7642857142857145,1.3235119047619048,2.169230769230769
Milešovka,3.0,weathercom,1.366666666666667,1.0416666666666667,,
Milešovka,3.0,yrno,1.2923076923076924,1.5692307692307694,1.4826923076923075,1.4333333333333336
Milešovka,4.0,weathercom,1.0363636363636366,1.1272727272727274,,
Milešovka,4.0,yrno,2.1999999999999997,1.7833333333333334,1.5041666666666664,2.772727272727273
Milešovka,5.0,weathercom,1.2000000000000002,0.96,,
Milešovka,5.0,yrno,1.1454545454545453,1.8181818181818181,1.4659090909090913,2.290909090909091
Milešovka,6.0,weathercom,1.3333333333333333,0.7222222222222222,,
Milešovka,6.0,yrno,1.8299999999999996,1.8199999999999998,1.605,3.08
Milešovka,7.0,weathercom,1.45,0.9624999999999999,,
Milešovka,7.0,yrno,2.5000000000000004,1.6555555555555554,1.8333333333333333,4.2
Milešovka,8.0,weathercom,1.7714285714285716,1.157142857142857,,
Milešovka,8.0,yrno,2.45,2.45,2.265625,5.5375
Milešovka,9.0,weathercom,2.2166666666666663,0.9833333333333334,,
Milešovka,9.0,yrno,3.0,2.3428571428571425,2.092857142857143,6.271428571428571
Náměšť nad Oslavou,0.0,weathercom,,1.4266666666666665,,
Náměšť nad Oslavou,1.0,weathercom,0.7714285714285715,1.5428571428571425,,
Náměšť nad Oslavou,1.0,yrno,1.0666666666666667,1.1666666666666667,0.6886111111111116,1.2538461538461536
Náměšť nad Oslavou,2.0,weathercom,0.8846153846153846,1.553846153846154,,
Náměšť nad Oslavou,2.0,yrno,1.1500000000000001,0.757142857142857,0.8258928571428569,1.325
Náměšť nad Oslavou,3.0,weathercom,0.7500000000000001,1.7166666666666666,,
Náměšť nad Oslavou,3.0,yrno,1.6615384615384619,1.4153846153846152,0.8346153846153849,1.6090909090909091
Náměšť nad Oslavou,4.0,weathercom,1.0000000000000002,1.7909090909090912,,
