location,fday,source,temp_max_diff,temp_min_diff,temp_mean_diff,rain_diff
Náměšť nad Oslavou,4.0,yrno,1.8416666666666661,1.5000000000000002,1.0708333333333335,3.0200000000000005
Náměšť nad Oslavou,5.0,weathercom,0.99,1.9400000000000002,,
Náměšť nad Oslavou,5.0,yrno,1.6636363636363634,1.4000000000000001,0.8431818181818184,1.5999999999999999
Náměšť nad Oslavou,6.0,weathercom,1.3444444444444443,2.6555555555555554,,
Náměšť nad Oslavou,6.0,yrno,1.51,2.07,1.4275,0.41249999999999987
Náměšť nad Oslavou,7.0,weathercom,1.075,2.1375,,
Náměšť nad Oslavou,7.0,yrno,1.788888888888889,2.466666666666667,1.4833333333333334,1.0142857142857142
Náměšť nad Oslavou,8.0,weathercom,1.8000000000000003,2.9142857142857146,,
Náměšť nad Oslavou,8.0,yrno,2.1625,2.925,1.775,2.133333333333333
Náměšť nad Oslavou,9.0,weathercom,1.6666666666666667,2.4,,
Náměšť nad Oslavou,9.0,yrno,1.6285714285714283,4.8428571428571425,1.9357142857142857,2.0599999999999996
Ostrava-Mošnov,0.0,weathercom,,1.8266666666666664,,
Ostrava-Mošnov,1.0,weathercom,0.642857142857143,1.7357142857142858,,
Ostrava-Mošnov,1.0,yrno,1.9199999999999997,1.586666666666667,0.8694444444444441,0.9800000000000002
Ostrava-Mošnov,2.0,weathercom,0.8615384615384618,1.7307692307692308,,
Ostrava-Mošnov,2.0,yrno,1.9785714285714289,1.5142857142857145,0.9613095238095245,1.1428571428571428
Ostrava-Mošnov,3.0,weathercom,0.9500000000000005,1.6083333333333334,,
Ostrava-Mošnov,3.0,yrno,2.0076923076923086,1.6384615384615382,1.186538461538462,0.9230769230769229
Ostrava-Mošnov,4.0,weathercom,1.181818181818182,1.309090909090909,,
Ostrava-Mošnov,4.0,yrno,2.7249999999999996,1.6833333333333333,1.5125,5.191666666666666
Ostrava-Mošnov,5.0,weathercom,1.6400000000000006,1.0899999999999999,,
Ostrava-Mošnov,5.0,yrno,3.1454545454545455,1.0999999999999999,1.7999999999999998,2.1363636363636362
Ostrava-Mošnov,6.0,weathercom,2.077777777777778,1.8888888888888888,,
Ostrava-Mošnov,6.0,yrno,3.19,1.4499999999999997,1.5825,3.0
Ostrava-Mošnov,7.0,weathercom,2.3375000000000004,1.5125,,
Ostrava-Mošnov,7.0,yrno,2.9333333333333336,2.377777777777778,2.0472222222222225,2.077777777777778
Ostrava-Mošnov,8.0,weathercom,1.9142857142857146,1.7571428571428576,,
Ostrava-Mošnov,8.0,yrno,2.2250000000000005,1.6999999999999997,2.1968750000000004,0.9
Ostrava-Mošnov,9.0,weathercom,2.883333333333334,1.5,,
Ostrava-Mošnov,9.0,yrno,3.7857142857142856,3.157142857142857,1.807142857142857,2.971428571428571
Pardubice,0.0,weathercom,,3.08,,
Pardubice,1.0,weathercom,0.6642857142857145,3.214285714285714,,
Pardubice,1.0,yrno,1.8533333333333337,2.8666666666666663,1.1249999999999998,1.1933333333333336
Pardubice,2.0,weathercom,1.0230769230769232,3.3999999999999995,,
Pardubice,2.0,yrno,2.05,2.9071428571428575,1.0934523809523808,1.4142857142857141
Pardubice,3.0,weathercom,1.0333333333333334,2.9916666666666667,,
Pardubice,3.0,yrno,2.3538461538461544,3.384615384615385,1.113461538461539,1.3923076923076925
Pardubice,4.0,weathercom,1.1454545454545455,3.3181818181818175,,
Pardubice,4.0,yrno,2.708333333333334,3.3833333333333333,1.16875,3.983333333333334
Pardubice,5.0,weathercom,1.27,3.1500000000000004,,
Pardubice,5.0,yrno,2.9000000000000004,3.163636363636364,1.3409090909090906,1.8272727272727274
Pardubice,6.0,weathercom,1.7555555555555555,3.811111111111111,,
Pardubice,6.0,yrno,2.7600000000000002,3.85,1.3374999999999997,1.5300000000000002
Pardubice,7.0,weathercom,1.5,3.2125,,
Pardubice,7.0,yrno,2.711111111111111,3.5444444444444443,1.3527777777777779,1.4888888888888885
Pardubice,8.0,weathercom,1.5285714285714285,3.1428571428571423,,
Pardubice,8.0,yrno,2.8375,3.4000000000000004,1.5468749999999996,1.1250000000000002
Pardubice,9.0,weathercom,2.2333333333333334,2.816666666666667,,
Pardubice,9.0,yrno,3.0714285714285716,3.4142857142857146,2.1499999999999995,5.857142857142857
Pec pod Sněžkou,0.0,weathercom,,1.7066666666666666,,
Pec pod Sněžkou,1.0,weathercom,1.3142857142857143,1.8214285714285714,,
Pec pod Sněžkou,1.0,yrno,2.6133333333333337,1.5666666666666667,0.6488888888888888,2.3400000000000003
Pec pod Sněžkou,2.0,weathercom,1.4307692307692308,1.7923076923076922,,
Pec pod Sněžkou,2.0,yrno,2.9571428571428564,1.4642857142857142,0.8592261904761902,4.057142857142857
Pec pod Sněžkou,3.0,weathercom,1.7249999999999996,1.8249999999999995,,
Pec pod Sněžkou,3.0,yrno,2.8153846153846156,1.723076923076923,0.8634615384615383,3.7461538461538457
Pec pod Sněžkou,4.0,weathercom,2.145454545454545,1.5363636363636362,,
Pec pod Sněžkou,4.0,yrno,3.416666666666666,1.7333333333333334,0.8854166666666664,3.8499999999999996
Pec pod Sněžkou,5.0,weathercom,2.19,1.9299999999999997,,
Pec pod Sněžkou,5.0,yrno,3.6272727272727265,2.190909090909091,1.0295454545454545,4.154545454545455
Pec pod Sněžkou,6.0,weathercom,1.9777777777777774,2.322222222222222,,
Pec pod Sněžkou,6.0,yrno,3.7000000000000006,2.2700000000000005,1.1275,6.470000000000001
Pec pod Sněžkou,7.0,weathercom,2.1375,2.4249999999999994,,
Pec pod Sněžkou,7.0,yrno,3.755555555555556,2.3777777777777778,1.416666666666667,6.433333333333333
Pec pod Sněžkou,8.0,weathercom,1.5714285714285714,2.257142857142857,,
Pec pod Sněžkou,8.0,yrno,2.8625,2.875,1.8312499999999998,8.75
Pec pod Sněžkou,9.0,weathercom,1.6833333333333336,1.9500000000000002,,
Pec pod Sněžkou,9.0,yrno,2.3428571428571425,2.585714285714286,1.864285714285714,9.342857142857143
Plzeň-Mikulka,0.0,weathercom,,1.8533333333333333,,
Plzeň-Mikulka,1.0,weathercom,1.7928571428571427,1.8785714285714283,,
Plzeň-Mikulka,1.0,yrno,1.7133333333333334,1.2266666666666666,1.168888888888889,0.5499999999999999
Plzeň-Mikulka,2.0,weathercom,2.0307692307692307,2.3076923076923075,,
Plzeň-Mikulka,2.0,yrno,1.8857142857142863,1.257142857142857,0.8970238095238093,1.2999999999999998
Plzeň-Mikulka,3.0,weathercom,2.075,2.0833333333333335,,
Plzeň-Mikulka,3.0,yrno,2.0,1.715384615384615,1.0884615384615381,0.9416666666666669
Plzeň-Mikulka,4.0,weathercom,2.0727272727272723,1.9272727272727272,,
Plzeň-Mikulka,4.0,yrno,2.3916666666666675,2.191666666666667,1.3062500000000001,1.7727272727272727
Plzeň-Mikulka,5.0,weathercom,2.0000000000000004,2.08,,
Plzeň-Mikulka,5.0,yrno,1.781818181818182,1.7545454545454546,1.2681818181818183,1.03
Plzeň-Mikulka,6.0,weathercom,2.3,2.988888888888889,,
Plzeň-Mikulka,6.0,yrno,2.2,2.62,1.5124999999999997,2.033333333333333
Plzeň-Mikulka,7.0,weathercom,2.175,3.0374999999999996,,
Plzeň-Mikulka,7.0,yrno,2.3888888888888893,2.477777777777778,0.9777777777777774,2.4749999999999996
Plzeň-Mikulka,8.0,weathercom,1.9857142857142855,3.242857142857143,,
Plzeň-Mikulka,8.0,yrno,2.7375000000000003,2.5250000000000004,1.5718750000000001,4.114285714285715
Plzeň-Mikulka,9.0,weathercom,2.233333333333333,3.1500000000000004,,
Plzeň-Mikulka,9.0,yrno,3.6428571428571423,2.342857142857143,1.721428571428571,3.6666666666666665
Polom,0.0,weathercom,,1.3399999999999999,,
Polom,1.0,weathercom,1.8428571428571432,1.3500000000000003,,
Polom,1.0,yrno,1.466666666666667,0.8933333333333336,1.0075,1.0071428571428573
Polom,2.0,weathercom,1.530769230769231,1.623076923076923,,
Polom,2.0,yrno,1.735714285714286,1.0571428571428572,1.219345238095238,1.6769230769230767
Polom,3.0,weathercom,1.5,1.2666666666666668,,
Polom,3.0,yrno,1.7923076923076926,1.0307692307692309,1.1480769230769228,2.433333333333333
Polom,4.0,weathercom,1.6545454545454545,1.4727272727272729,,
Polom,4.0,yrno,2.2500000000000004,1.241666666666667,1.4124999999999999,4.1818181818181825
Polom,5.0,weathercom,1.8099999999999998,1.48,,
Polom,5.0,yrno,2.490909090909091,1.3363636363636364,1.5068181818181818,2.05
Polom,6.0,weathercom,2.0666666666666664,1.2333333333333334,,
Polom,6.0,yrno,2.38,1.5100000000000002,1.5699999999999998,3.3555555555555556
Polom,7.0,weathercom,2.2625,1.1,,
Polom,7.0,yrno,2.5999999999999996,1.0444444444444447,1.411111111111111,2.35
Polom,8.0,weathercom,2.257142857142857,1.0857142857142856,,
Polom,8.0,yrno,1.5875000000000001,1.7999999999999998,1.3843750000000001,2.8857142857142857
Polom,9.0,weathercom,2.733333333333333,0.8000000000000002,,
Polom,9.0,yrno,2.757142857142857,1.7714285714285711,1.8642857142857143,4.85
Praha-Karlov,0.0,weathercom,,,,
Praha-Karlov,1.0,weathercom,,,,
Praha-Karlov,1.0,yrno,,,,
Praha-Karlov,2.0,weathercom,,,,
Praha-Karlov,2.0,yrno,,,,
Praha-Karlov,3.0,weathercom,,,,
Praha-Karlov,3.0,yrno,,,,
Praha-Karlov,4.0,weathercom,,,,
Praha-Karlov,4.0,yrno,,,,
Praha-Karlov,5.0,weathercom,,,,
Praha-Karlov,5.0,yrno,,,,
Praha-Karlov,6.0,weathercom,,,,
Praha-Karlov,6.0,yrno,,,,
Praha-Karlov,7.0,weathercom,,,,
Praha-Karlov,7.0,yrno,,,,
Praha-Karlov,8.0,weathercom,,,,
Praha-Karlov,8.0,yrno,,,,
Praha-Karlov,9.0,weathercom,,,,
Praha-Karlov,9.0,yrno,,,,
Praha-Kbely,1.0,yrno,1.0666666666666667,1.6866666666666668,0.886111111111111,1.1384615384615382
Praha-Kbely,2.0,yrno,0.8785714285714287,1.5,0.6717261904761903,1.1916666666666667
Praha-Kbely,3.0,yrno,0.9230769230769232,2.0615384615384618,0.6038461538461537,2.190909090909091
Praha-Kbely,4.0,yrno,1.7833333333333332,2.225,0.8999999999999999,2.8400000000000003
Praha-Kbely,5.0,yrno,1.836363636363636,2.290909090909091,1.25,1.3222222222222222
Praha-Kbely,6.0,yrno,1.7899999999999998,2.94,1.5250000000000001,1.5625
Praha-Kbely,7.0,yrno,1.6777777777777778,2.7222222222222223,1.4916666666666667,0.7000000000000002
Praha-Kbely,8.0,yrno,2.3625000000000007,2.3875,1.5374999999999996,0.9833333333333334
Praha-Kbely,9.0,yrno,2.7571428571428567,2.7857142857142856,2.0857142857142854,3.5200000000000005
Praha-Libuš,0.0,weathercom,,2.326666666666667,,
Praha-Libuš,1.0,weathercom,1.0214285714285716,2.371428571428571,,
Praha-Libuš,1.0,yrno,1.1733333333333333,2.0533333333333332,0.8580555555555556,0.7928571428571429
Praha-Libuš,2.0,weathercom,1.4769230769230772,2.56923076923077,,
Praha-Libuš,2.0,yrno,1.3285714285714292,2.242857142857143,0.7785714285714288,0.6769230769230773
Praha-Libuš,3.0,weathercom,1.2583333333333335,2.6166666666666667,,
Praha-Libuš,3.0,yrno,1.2384615384615385,2.238461538461538,0.7211538461538461,1.3083333333333331
Praha-Libuš,4.0,weathercom,1.1636363636363638,2.5727272727272728,,
Praha-Libuš,4.0,yrno,2.1583333333333328,2.558333333333333,1.2166666666666668,1.7363636363636366
Praha-Libuš,5.0,weathercom,1.0400000000000003,2.91,,
Praha-Libuš,5.0,yrno,1.8454545454545452,2.727272727272727,1.3045454545454545,2.2600000000000002
Praha-Libuš,6.0,weathercom,1.4555555555555557,3.277777777777778,,
Praha-Libuš,6.0,yrno,2.05,3.44,1.5174999999999996,1.7777777777777781
Praha-Libuš,7.0,weathercom,1.6,3.0500000000000003,,
Praha-Libuš,7.0,yrno,2.177777777777778,2.8444444444444446,1.386111111111111,1.3750000000000002
Praha-Libuš,8.0,weathercom,1.557142857142857,2.4857142857142853,,
Praha-Libuš,8.0,yrno,3.0999999999999996,2.5125,1.8374999999999997,2.385714285714286
Praha-Libuš,9.0,weathercom,1.7166666666666668,2.483333333333333,,
Praha-Libuš,9.0,yrno,2.971428571428572,1.9428571428571426,1.907142857142857,4.6000000000000005
Praha-Ruzyně,0.0,weathercom,,1.9133333333333333,,
Praha-Ruzyně,1.0,weathercom,0.9857142857142858,2.0357142857142856,,
Praha-Ruzyně,1.0,yrno,1.013333333333333,1.7733333333333337,0.8255555555555557,0.7799999999999998
Praha-Ruzyně,2.0,weathercom,1.2,2.384615384615384,,
Praha-Ruzyně,2.0,yrno,0.9428571428571425,1.9428571428571426,0.725892857142857,0.8857142857142858
Praha-Ruzyně,3.0,weathercom,0.8916666666666667,2.558333333333333,,
Praha-Ruzyně,3.0,yrno,0.7692307692307694,2.330769230769231,0.8403846153846152,1.6692307692307695
Praha-Ruzyně,4.0,weathercom,0.8363636363636363,2.2181818181818183,,
Praha-Ruzyně,4.0,yrno,1.7,2.35,0.9937500000000004,1.8833333333333335
Praha-Ruzyně,5.0,weathercom,0.8399999999999999,2.8,,
Praha-Ruzyně,5.0,yrno,1.190909090909091,2.7818181818181817,1.2295454545454552,1.5090909090909093
Praha-Ruzyně,6.0,weathercom,1.4666666666666666,3.0999999999999996,,
Praha-Ruzyně,6.0,yrno,1.72,3.5199999999999996,1.4025000000000005,1.57
Praha-Ruzyně,7.0,weathercom,1.3125,3.2625,,
Praha-Ruzyně,7.0,yrno,1.7777777777777777,3.0222222222222217,1.1944444444444444,1.2222222222222219
Praha-Ruzyně,8.0,weathercom,1.4571428571428573,3.0142857142857147,,
Praha-Ruzyně,8.0,yrno,2.5874999999999995,2.3124999999999996,1.365625,2.4125
Praha-Ruzyně,9.0,weathercom,1.866666666666667,2.8333333333333335,,
Praha-Ruzyně,9.0,yrno,2.414285714285714,3.042857142857143,1.9357142857142853,3.8285714285714283
Prostějov,0.0,weathercom,,4.5200000000000005,,
Prostějov,1.0,weathercom,0.6214285714285717,4.721428571428572,,
Prostějov,1.0,yrno,1.4666666666666672,3.573333333333333,1.143611111111111,1.3266666666666669
Prostějov,2.0,weathercom,0.6846153846153847,4.846153846153848,,
Prostějov,2.0,yrno,1.5642857142857145,3.5857142857142863,1.3589285714285713,2.2142857142857144
Prostějov,3.0,weathercom,0.7583333333333337,5.358333333333334,,
Prostějov,3.0,yrno,1.5307692307692307,4.276923076923077,1.3596153846153847,1.0
Prostějov,4.0,weathercom,0.7090909090909094,5.163636363636364,,
Prostějov,4.0,yrno,2.0000000000000004,4.8,1.2187500000000002,4.1000000000000005
Prostějov,5.0,weathercom,1.3400000000000003,4.970000000000001,,
Prostějov,5.0,yrno,2.7,4.327272727272727,1.0568181818181819,2.6181818181818186
Prostějov,6.0,weathercom,1.9888888888888892,5.411111111111111,,
Prostějov,6.0,yrno,2.3900000000000006,3.8600000000000003,1.31,3.060000000000001
Prostějov,7.0,weathercom,1.6125000000000005,4.4,,
Prostějov,7.0,yrno,2.2888888888888896,4.822222222222222,0.6666666666666669,2.322222222222222
Prostějov,8.0,weathercom,1.1714285714285715,4.785714285714286,,
Prostějov,8.0,yrno,1.7500000000000004,4.3625,1.5093749999999995,2.7
Prostějov,9.0,weathercom,1.6500000000000001,3.8000000000000003,,
Prostějov,9.0,yrno,2.385714285714286,5.828571428571428,1.8999999999999997,5.628571428571429
Přibyslav,0.0,weathercom,,1.7266666666666666,,
Přibyslav,1.0,weathercom,0.5142857142857141,1.7857142857142858,,
Přibyslav,1.0,yrno,1.5199999999999998,1.2800000000000002,1.1616666666666668,0.7071428571428574
Přibyslav,2.0,weathercom,0.6923076923076923,1.2923076923076922,,
Přibyslav,2.0,yrno,1.764285714285714,1.0928571428571427,1.224404761904762,0.8923076923076922
Přibyslav,3.0,weathercom,1.0166666666666666,1.6916666666666664,,
Přibyslav,3.0,yrno,2.2538461538461543,1.3769230769230771,1.0788461538461536,1.8916666666666666
Přibyslav,4.0,weathercom,0.6999999999999998,1.3636363636363638,,
Přibyslav,4.0,yrno,2.3499999999999996,1.5583333333333336,1.1895833333333332,3.336363636363636
Přibyslav,5.0,weathercom,1.1099999999999999,1.38,,
Přibyslav,5.0,yrno,2.5,1.0999999999999999,1.1522727272727276,2.62
Přibyslav,6.0,weathercom,1.411111111111111,2.4333333333333336,,
Přibyslav,6.0,yrno,1.86,1.94,1.4450000000000003,0.5777777777777777
Přibyslav,7.0,weathercom,1.5499999999999998,2.0749999999999997,,
Přibyslav,7.0,yrno,2.066666666666666,1.7999999999999998,1.4249999999999998,1.2375
Přibyslav,8.0,weathercom,1.2999999999999996,2.4285714285714284,,
Přibyslav,8.0,yrno,2.2,2.55,1.8218749999999997,1.1714285714285708
Přibyslav,9.0,weathercom,1.683333333333333,2.15,,
Přibyslav,9.0,yrno,1.7428571428571427,2.8428571428571425,1.557142857142857,5.916666666666667
Přimda,0.0,weathercom,,1.1733333333333336,,
Přimda,1.0,weathercom,1.8571428571428572,1.1428571428571428,,
Přimda,1.0,yrno,1.653333333333333,1.5066666666666666,0.8191666666666665,1.0599999999999996
Přimda,2.0,weathercom,1.6076923076923075,1.1384615384615384,,
Přimda,2.0,yrno,1.8642857142857143,1.3142857142857138,0.6758928571428575,1.0285714285714287
Přimda,3.0,weathercom,2.0250000000000004,1.3666666666666665,,
Přimda,3.0,yrno,1.8230769230769233,1.3461538461538463,1.0442307692307695,2.0923076923076924
Přimda,4.0,weathercom,1.9181818181818178,1.3363636363636362,,
Přimda,4.0,yrno,1.9750000000000003,1.2333333333333336,0.8208333333333334,1.325
Přimda,5.0,weathercom,1.92,1.1,,
Přimda,5.0,yrno,2.3454545454545457,1.3,1.05,1.2545454545454542
Přimda,6.0,weathercom,1.8888888888888884,1.2222222222222223,,
Přimda,6.0,yrno,2.7900000000000005,1.56,1.3125000000000002,1.6999999999999997
Přimda,7.0,weathercom,0.9625000000000001,1.2999999999999998,,
Přimda,7.0,yrno,1.7666666666666666,1.0777777777777777,0.7083333333333335,1.8444444444444446
Přimda,8.0,weathercom,1.3000000000000003,1.5857142857142856,,
Přimda,8.0,yrno,2.425,1.4374999999999998,1.2093749999999999,3.225
Přimda,9.0,weathercom,1.1333333333333335,1.6666666666666667,,
Přimda,9.0,yrno,1.8714285714285717,1.9000000000000001,1.4428571428571428,2.9857142857142853
Svratouch,0.0,weathercom,,1.0666666666666667,,
Svratouch,1.0,weathercom,0.6571428571428571,1.1785714285714286,,
Svratouch,1.0,yrno,1.1533333333333335,0.7400000000000001,0.6477777777777776,0.746153846153846
Svratouch,2.0,weathercom,0.7615384615384617,0.9461538461538461,,
Svratouch,2.0,yrno,1.3,0.6214285714285713,0.7002976190476187,0.9923076923076924
Svratouch,3.0,weathercom,0.8666666666666668,1.125,,
Svratouch,3.0,yrno,1.692307692307693,1.2307692307692308,0.8480769230769231,1.8833333333333335
Svratouch,4.0,weathercom,0.5000000000000001,1.5090909090909093,,
Svratouch,4.0,yrno,1.9000000000000004,1.1833333333333333,0.9229166666666667,3.6545454545454548
Svratouch,5.0,weathercom,1.0099999999999998,1.0899999999999999,,
Svratouch,5.0,yrno,2.1454545454545455,1.0,0.8272727272727274,2.81
Svratouch,6.0,weathercom,1.4333333333333331,1.588888888888889,,
Svratouch,6.0,yrno,1.7000000000000004,1.5000000000000002,1.3299999999999996,1.011111111111111
Svratouch,7.0,weathercom,1.4375,1.45,,
Svratouch,7.0,yrno,1.811111111111111,1.8333333333333333,1.2638888888888893,1.1874999999999998
Svratouch,8.0,weathercom,1.2857142857142858,1.9285714285714286,,
Svratouch,8.0,yrno,1.8375,2.0125,1.4374999999999996,1.4142857142857144
Svratouch,9.0,weathercom,1.7833333333333332,1.9833333333333336,,
Svratouch,9.0,yrno,1.7428571428571427,2.8714285714285714,1.8142857142857138,5.8
Temelín,0.0,weathercom,,1.2733333333333332,,
Temelín,1.0,weathercom,1.3714285714285712,1.442857142857143,,
Temelín,1.0,yrno,1.1799999999999997,1.6666666666666665,0.8033333333333331,0.6666666666666666
Temelín,2.0,weathercom,1.4384615384615382,1.284615384615385,,
Temelín,2.0,yrno,1.4214285714285713,1.1714285714285713,0.7616071428571429,0.37142857142857155
Temelín,3.0,weathercom,1.9833333333333336,1.2750000000000001,,
Temelín,3.0,yrno,1.646153846153846,1.8923076923076925,0.665384615384615,0.9307692307692306
Temelín,4.0,weathercom,1.9181818181818182,1.2909090909090908,,
Temelín,4.0,yrno,2.241666666666667,2.3083333333333336,0.7041666666666669,1.991666666666667
Temelín,5.0,weathercom,1.5699999999999998,1.1999999999999997,,
Temelín,5.0,yrno,1.836363636363636,1.8727272727272728,0.909090909090909,2.2090909090909094
Temelín,6.0,weathercom,2.2777777777777777,1.6555555555555554,,
Temelín,6.0,yrno,2.38,2.5000000000000004,1.8175000000000001,1.58
Temelín,7.0,weathercom,1.9625,2.0749999999999997,,
Temelín,7.0,yrno,2.033333333333333,2.588888888888889,1.3194444444444449,1.9888888888888892
Temelín,8.0,weathercom,2.8142857142857136,2.257142857142857,,
Temelín,8.0,yrno,3.2500000000000004,2.3125,1.528125,1.9125
Temelín,9.0,weathercom,2.533333333333333,2.25,,
Temelín,9.0,yrno,2.6999999999999997,3.442857142857143,1.5214285714285716,6.171428571428571
Tušimice,0.0,weathercom,,2.6599999999999993,,
Tušimice,1.0,weathercom,1.0857142857142854,2.857142857142857,,
Tušimice,1.0,yrno,1.066666666666667,2.5733333333333333,1.2388888888888894,0.275
Tušimice,2.0,weathercom,1.4230769230769231,3.184615384615384,,
Tušimice,2.0,yrno,1.1785714285714286,2.6999999999999997,1.1717261904761902,1.9833333333333332
Tušimice,3.0,weathercom,1.925,3.125,,
Tušimice,3.0,yrno,1.4692307692307693,2.8923076923076922,1.121153846153846,1.263636363636364
Tušimice,4.0,weathercom,1.8454545454545452,2.872727272727273,,
Tušimice,4.0,yrno,1.9916666666666665,2.9749999999999996,1.1416666666666666,2.09
Tušimice,5.0,weathercom,1.81,3.000000000000001,,
Tušimice,5.0,yrno,1.5545454545454547,2.5636363636363635,1.159090909090909,2.0777777777777775
Tušimice,6.0,weathercom,1.5888888888888888,3.711111111111111,,
Tušimice,6.0,yrno,1.7299999999999998,3.02,1.3724999999999998,2.888888888888889
Tušimice,7.0,weathercom,1.4625000000000001,3.8625,,
Tušimice,7.0,yrno,2.088888888888889,3.5,1.4055555555555557,3.5250000000000004
Tušimice,8.0,weathercom,1.3571428571428572,3.5000000000000004,,
Tušimice,8.0,yrno,2.1125,3.249999999999999,1.2875,3.9499999999999997
Tušimice,9.0,weathercom,1.8333333333333333,3.4499999999999997,,
Tušimice,9.0,yrno,2.5714285714285707,3.7,2.478571428571428,4.6571428571428575
Ústí nad Labem,0.0,weathercom,,1.0666666666666669,,
Ústí nad Labem,1.0,weathercom,0.8928571428571427,1.1500000000000001,,
Ústí nad Labem,1.0,yrno,1.28,1.0533333333333335,1.2272222222222224,0.5923076923076921
Ústí nad Labem,2.0,weathercom,1.3230769230769228,1.1307692307692305,,
Ústí nad Labem,2.0,yrno,1.4928571428571427,1.05,1.3803571428571428,2.4000000000000004
Ústí nad Labem,3.0,weathercom,1.4166666666666667,1.3583333333333334,,
Ústí nad Labem,3.0,yrno,1.9692307692307696,1.5615384615384615,1.4019230769230764,0.9833333333333335
Ústí nad Labem,4.0,weathercom,1.3999999999999997,1.1181818181818182,,
Ústí nad Labem,4.0,yrno,2.541666666666667,1.2500000000000002,1.4729166666666664,2.545454545454546
Ústí nad Labem,5.0,weathercom,1.7299999999999998,1.1400000000000001,,
Ústí nad Labem,5.0,yrno,2.109090909090909,1.2727272727272727,1.6318181818181818,2.9800000000000004
Ústí nad Labem,6.0,weathercom,1.9444444444444444,1.3222222222222222,,
Ústí nad Labem,6.0,yrno,2.64,1.78,1.9600000000000002,4.066666666666666
Ústí nad Labem,7.0,weathercom,2.4749999999999996,1.1249999999999998,,
Ústí nad Labem,7.0,yrno,3.4444444444444438,1.166666666666667,2.4055555555555554,4.055555555555556
Ústí nad Labem,8.0,weathercom,2.3142857142857145,1.8571428571428574,,
Ústí nad Labem,8.0,yrno,3.7249999999999996,2.6000000000000005,3.0187500000000003,5.362499999999999
Ústí nad Labem,9.0,weathercom,2.35,1.1833333333333333,,
Ústí nad Labem,9.0,yrno,3.785714285714286,2.0999999999999996,2.671428571428571,6.071428571428571
Ústí nad Orlicí,0.0,weathercom,,2.453333333333333,,
Ústí nad Orlicí,1.0,weathercom,0.7928571428571426,2.5,,
Ústí nad Orlicí,1.0,yrno,1.6199999999999999,2.0933333333333333,0.7622222222222222,1.064285714285714
Ústí nad Orlicí,2.0,weathercom,1.192307692307692,2.192307692307692,,
Ústí nad Orlicí,2.0,yrno,1.8,1.8642857142857139,0.9125,1.2357142857142858
Ústí nad Orlicí,3.0,weathercom,1.0999999999999996,2.4333333333333336,,
Ústí nad Orlicí,3.0,yrno,2.1230769230769226,2.207692307692308,1.0076923076923079,1.3384615384615388
Ústí nad Orlicí,4.0,weathercom,1.0272727272727271,2.190909090909091,,
Ústí nad Orlicí,4.0,yrno,2.133333333333333,2.1500000000000004,1.075,4.525
Ústí nad Orlicí,5.0,weathercom,1.4,2.3300000000000005,,
Ústí nad Orlicí,5.0,yrno,2.809090909090909,1.9454545454545453,1.2227272727272722,1.9
Ústí nad Orlicí,6.0,weathercom,1.9333333333333331,2.7222222222222223,,
Ústí nad Orlicí,6.0,yrno,2.7299999999999995,2.44,1.2999999999999996,2.0300000000000002
Ústí nad Orlicí,7.0,weathercom,2.0374999999999996,2.3625,,
Ústí nad Orlicí,7.0,yrno,2.933333333333333,2.9777777777777774,1.2999999999999998,1.1555555555555554
Ústí nad Orlicí,8.0,weathercom,1.4142857142857141,3.085714285714286,,
Ústí nad Orlicí,8.0,yrno,2.4249999999999994,2.825,1.7062499999999994,1.0499999999999998
Ústí nad Orlicí,9.0,weathercom,2.3999999999999995,3.016666666666667,,
Ústí nad Orlicí,9.0,yrno,1.971428571428571,2.8571428571428568,1.1357142857142861,5.071428571428571
Červená u Libavé,0.0,weathercom,,1.0533333333333335,,
Červená u Libavé,1.0,weathercom,0.7357142857142858,0.8642857142857144,,
Červená u Libavé,1.0,yrno,1.4466666666666663,0.9133333333333334,0.8991666666666667,1.6357142857142857
Červená u Libavé,2.0,weathercom,0.8999999999999999,1.0769230769230769,,
Červená u Libavé,2.0,yrno,1.5071428571428573,1.0285714285714287,1.0520833333333333,2.0384615384615383
Červená u Libavé,3.0,weathercom,0.9416666666666668,1.2166666666666668,,
Červená u Libavé,3.0,yrno,1.2999999999999998,1.2,1.092307692307692,1.125
Červená u Libavé,4.0,weathercom,1.3,1.390909090909091,,
Červená u Libavé,4.0,yrno,2.1,1.5666666666666667,1.4625000000000004,5.463636363636362
Červená u Libavé,5.0,weathercom,1.5699999999999998,1.5400000000000003,,
Červená u Libavé,5.0,yrno,2.4000000000000004,1.6000000000000005,1.4454545454545453,2.0700000000000003
Červená u Libavé,6.0,weathercom,2.0555555555555554,1.4666666666666666,,
Červená u Libavé,6.0,yrno,2.2500000000000004,1.22,1.1050000000000002,2.4444444444444446
Červená u Libavé,7.0,weathercom,2.15,1.15,,
Červená u Libavé,7.0,yrno,2.188888888888889,0.8888888888888888,1.0222222222222224,2.6500000000000004
Červená u Libavé,8.0,weathercom,1.5142857142857145,1.6857142857142855,,
Červená u Libavé,8.0,yrno,1.4375,1.4875,1.115625,2.7857142857142856
Červená u Libavé,9.0,weathercom,2.283333333333333,0.65,,
Červená u Libavé,9.0,yrno,2.9428571428571426,2.5714285714285716,1.957142857142858,3.333333333333334
České Budějovice,0.0,weathercom,,2.5,,
